chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chr12,22346324,22487648,ST8SIA1,42,-,union_6489,6489,protein-coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
chr2,60983364,61029221,PAPOLG,20,+,union_64895,64895,protein-coding,poly(A) polymerase gamma
chr12,121440224,121454305,C12orf43,21,-,union_64897,64897,protein-coding,chromosome 12 open reading frame 43
chr5,43014830,43067541,LOC648987,3,-,union_648987,648987,ncRNA,-
chr8,22022652,22069840,BMP1,79,+,union_649,649,protein-coding,bone morphogenetic protein 1
chr12,56347888,56360496,PMEL,76,-,union_6490,6490,protein-coding,premelanosome protein
chr20,39969492,39989225,LPIN3,12,+,union_64900,64900,protein-coding,lipin 3
chr5,170288885,170727019,RANBP17,12,+,union_64901,64901,protein-coding,RAN binding protein 17
chr5,34998205,35048240,AGXT2,29,-,union_64902,64902,protein-coding,alanine--glyoxylate aminotransferase 2
chr1,47715810,47779819,STIL,58,-,union_6491,6491,protein-coding,"STIL, centriolar assembly protein"
chr11,120120467,120136641,LOC649133,1,-,union_649133,649133,ncRNA,-
chr14,99635624,99738050,BCL11B,54,-,union_64919,64919,protein-coding,B-cell CLL/lymphoma 11B
chr6,100836749,100911551,SIM1,35,-,union_6492,6492,protein-coding,single-minded family bHLH transcription factor 1
chr7,94139169,94186328,CASD1,7,+,union_64921,64921,protein-coding,CAS1 domain containing 1
chr9,26993134,27005691,LRRC19,5,-,union_64922,64922,protein-coding,leucine rich repeat containing 19
chrX,152661096,152666878,PNMA6E,1,-,union_649238,649238,protein-coding,PNMA family member 6E
chr5,68389775,68426899,SLC30A5,25,+,union_64924,64924,protein-coding,solute carrier family 30 member 5
chr3,49199967,49203785,CCDC71,9,-,union_64925,64925,protein-coding,coiled-coil domain containing 71
chr19,15562435,15575392,RASAL3,7,-,union_64926,64926,protein-coding,RAS protein activator like 3
chr15,99676527,99791440,TTC23,13,-,union_64927,64927,protein-coding,tetratricopeptide repeat domain 23
chr6,44081190,44095228,MRPL14,25,-,union_64928,64928,protein-coding,mitochondrial ribosomal protein L14
chr21,38071420,38122218,SIM2,47,+,union_6493,6493,protein-coding,single-minded family bHLH transcription factor 2
chr1,12907229,12908235,HNRNPCL3,2,-,union_649330,649330,protein-coding,heterogeneous nuclear ribonucleoprotein C-like 3
chr8,12236775,12237298,LOC649352,18,-,union_649352,649352,pseudo,-
chr7,63894070,63895895,YWHAEP1,1,+,union_649395,649395,pseudo,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1
chr11,65405577,65418391,SIPA1,42,+,union_6494,6494,protein-coding,signal-induced proliferation-associated 1
chr7,66767624,66786513,STAG3L4,5,+,union_64940,64940,pseudo,stromal antigen 3-like 4 (pseudogene)
chr3,52558384,52569093,NT5DC2,23,-,union_64943,64943,protein-coding,5'-nucleotidase domain containing 2
chr18,3594111,3597377,DLGAP1-AS1,2,+,union_649446,649446,ncRNA,DLGAP1 antisense RNA 1
chr5,68485374,68506184,CENPH,42,+,union_64946,64946,protein-coding,centromere protein H
chr20,3026674,3028896,MRPS26,33,+,union_64949,64949,protein-coding,mitochondrial ribosomal protein S26
chr14,61111416,61116155,SIX1,109,-,union_6495,6495,protein-coding,SIX homeobox 1
chr7,43906156,43909145,MRPS24,24,-,union_64951,64951,protein-coding,mitochondrial ribosomal protein S24
chr2,45169036,45173216,SIX3,41,+,union_6496,6496,protein-coding,SIX homeobox 3
chr1,36921361,36930040,MRPS15,26,-,union_64960,64960,protein-coding,mitochondrial ribosomal protein S15
chr15,89010683,89023998,MRPS11,26,+,union_64963,64963,protein-coding,mitochondrial ribosomal protein S11
chr2,105654482,105716418,MRPS9,30,+,union_64965,64965,protein-coding,mitochondrial ribosomal protein S9
chr21,35445822,35515334,MRPS6,32,+,union_64968,64968,protein-coding,mitochondrial ribosomal protein S6
chr2,95751135,95787772,MRPS5,24,-,union_64969,64969,protein-coding,mitochondrial ribosomal protein S5
chr1,2160133,2241652,SKI,120,+,union_6497,6497,protein-coding,SKI proto-oncogene
chr9,140446308,140447007,MRPL41,29,+,union_64975,64975,protein-coding,mitochondrial ribosomal protein L41
chr22,19419424,19423601,MRPL40,34,+,union_64976,64976,protein-coding,mitochondrial ribosomal protein L40
chr17,73894723,73901181,MRPL38,29,-,union_64978,64978,protein-coding,mitochondrial ribosomal protein L38
chr5,1798498,1799956,MRPL36,13,-,union_64979,64979,protein-coding,mitochondrial ribosomal protein L36
chr3,170075472,170114637,SKIL,89,+,union_6498,6498,protein-coding,SKI like proto-oncogene
chr19,17416476,17417652,MRPL34,13,+,union_64981,64981,protein-coding,mitochondrial ribosomal protein L34
chr7,42971938,42977453,MRPL32,22,+,union_64983,64983,protein-coding,mitochondrial ribosomal protein L32
chr6,31926580,31937532,SKIV2L,51,+,union_6499,6499,protein-coding,Ski2 like RNA helicase
chr11,118873670,118874303,RPL23AP64,2,-,union_649946,649946,pseudo,ribosomal protein L23a pseudogene 64
chr20,6748744,6760925,BMP2,557,+,union_650,650,protein-coding,bone morphogenetic protein 2
chr5,133492081,133512724,SKP1,346,-,union_6500,6500,protein-coding,S-phase kinase associated protein 1
chr11,66202545,66206319,MRPL11,32,-,union_65003,65003,protein-coding,mitochondrial ribosomal protein L11
chr1,151732118,151736392,MRPL9,26,-,union_65005,65005,protein-coding,mitochondrial ribosomal protein L9
chr4,78783804,78873944,MRPL1,30,+,union_65008,65008,protein-coding,mitochondrial ribosomal protein L1
chr16,58497548,58547523,NDRG4,41,+,union_65009,65009,protein-coding,NDRG family member 4
chr3,48663155,48672926,SLC26A6,32,-,union_65010,65010,protein-coding,solute carrier family 26 member 6
chr12,58013692,58019934,SLC26A10,3,+,union_65012,65012,protein-coding,solute carrier family 26 member 10
chr1,20959947,20978004,PINK1,312,+,union_65018,65018,protein-coding,PTEN induced putative kinase 1
chr5,36152144,36184142,SKP2,399,+,union_6502,6502,protein-coding,S-phase kinase associated protein 2
chr7,56491396,56516068,LOC650226,3,-,union_650226,650226,pseudo,-
chr8,134048972,134115310,SLA,38,-,union_6503,6503,protein-coding,Src like adaptor
chr11,3402190,3430378,TSSC2,4,+,union_650368,650368,pseudo,tumor suppressing subtransferable candidate 2 pseudogene
chr1,160577889,160617101,SLAMF1,82,-,union_6504,6504,protein-coding,signaling lymphocytic activation molecule family member 1
chr9,4490426,4587469,SLC1A1,99,+,union_6505,6505,protein-coding,solute carrier family 1 member 1
chr2,86441119,86565206,REEP1,34,-,union_65055,65055,protein-coding,receptor accessory protein 1
chr5,56469774,56560506,GPBP1,18,+,union_65056,65056,protein-coding,GC-rich promoter binding protein 1
chr16,67691414,67694718,ACD,61,-,union_65057,65057,protein-coding,"ACD, shelterin complex subunit and telomerase recruitment factor"
chr2,204298404,204400059,RAPH1,37,-,union_65059,65059,protein-coding,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
chr11,35272751,35441610,SLC1A2,137,-,union_6506,6506,protein-coding,solute carrier family 1 member 2
chr2,202671151,202760273,CDK15,17,+,union_65061,65061,protein-coding,cyclin dependent kinase 15
chr2,202484906,202508252,TMEM237,19,-,union_65062,65062,protein-coding,transmembrane protein 237
chr10,81442730,81448650,BEND3P3,1,+,union_650623,650623,pseudo,BEN domain containing 3 pseudogene 3
chr2,203879601,204082717,NBEAL1,9,+,union_65065,65065,protein-coding,neurobeachin like 1
chr16,2390922,2476700,ABCA17P,4,+,union_650655,650655,pseudo,"ATP binding cassette subfamily A member 17, pseudogene"
chr13,114518582,114545814,GAS6-AS1,4,+,union_650669,650669,ncRNA,GAS6 antisense RNA 1
chr5,36606456,36688436,SLC1A3,96,+,union_6507,6507,protein-coding,solute carrier family 1 member 3
chr2,202005011,202022515,CFLAR-AS1,2,-,union_65072,65072,ncRNA,CFLAR antisense RNA 1
chr22,20228937,20255816,RTN4R,72,-,union_65078,65078,protein-coding,reticulon 4 receptor
chr13,21872263,21967061,MIPEPP3,5,+,union_650794,650794,pseudo,mitochondrial intermediate peptidase pseudogene 3
chr2,220492291,220506702,SLC4A3,21,+,union_6508,6508,protein-coding,solute carrier family 4 member 3
chr2,224822120,224832431,MRPL44,34,+,union_65080,65080,protein-coding,mitochondrial ribosomal protein L44
chr12,122714107,122751370,VPS33A,40,-,union_65082,65082,protein-coding,"VPS33A, CORVET/HOPS core subunit"
chr9,33461350,33473941,NOL6,26,-,union_65083,65083,protein-coding,nucleolar protein 6
chr11,86748885,87039876,TMEM135,7,+,union_65084,65084,protein-coding,transmembrane protein 135
chr2,65215578,65251000,SLC1A4,43,+,union_6509,6509,protein-coding,solute carrier family 1 member 4
chr1,227918889,227923112,JMJD4,10,-,union_65094,65094,protein-coding,jumonji domain containing 4
chr19,10663760,10676702,KRI1,20,-,union_65095,65095,protein-coding,KRI1 homolog
chr4,81952118,81978779,BMP3,32,+,union_651,651,protein-coding,bone morphogenetic protein 3
chr19,47278139,47291842,SLC1A5,86,-,union_6510,6510,protein-coding,solute carrier family 1 member 5
chr1,32799429,32801840,MARCKSL1,39,-,union_65108,65108,protein-coding,MARCKS like 1
chrX,118967988,118986991,UPF3B,72,-,union_65109,65109,protein-coding,"UPF3B, regulator of nonsense mediated mRNA decay"
chr19,15060844,15121455,SLC1A6,18,-,union_6511,6511,protein-coding,solute carrier family 1 member 6
chr13,115047058,115071291,UPF3A,34,+,union_65110,65110,protein-coding,"UPF3A, regulator of nonsense mediated mRNA decay"
chr12,122989189,123011560,RSRC2,18,-,union_65117,65117,protein-coding,arginine and serine rich coiled-coil 2
chr1,53552850,53608304,SLC1A7,15,-,union_6512,6512,protein-coding,solute carrier family 1 member 7
chr1,12851545,12856777,PRAMEF1,4,+,union_65121,65121,protein-coding,PRAME family member 1
chr1,12916940,12921764,PRAMEF2,4,+,union_65122,65122,protein-coding,PRAME family member 2
chr1,153700542,153747284,INTS3,37,+,union_65123,65123,protein-coding,integrator complex subunit 3
chr2,110371910,110376564,SOWAHC,11,+,union_65124,65124,protein-coding,sosondowah ankyrin repeat domain family member C
chr12,862088,1020618,WNK1,131,+,union_65125,65125,protein-coding,WNK lysine deficient protein kinase 1
chr12,862088,1020618,WNK1,131,+,union_65125,65125,protein-coding,WNK lysine deficient protein kinase 1
chr12,862088,1020618,WNK1,131,+,union_65125,65125,protein-coding,WNK lysine deficient protein kinase 1
chr12,862088,1020618,WNK1,131,+,union_65125,65125,protein-coding,WNK lysine deficient protein kinase 1
chr1,43391045,43424847,SLC2A1,482,-,union_6513,6513,protein-coding,solute carrier family 2 member 1
chr6,28129538,28137373,ZNF192P1,3,+,union_651302,651302,pseudo,zinc finger protein 192 pseudogene 1
chr3,170714136,170744768,SLC2A2,86,-,union_6514,6514,protein-coding,solute carrier family 2 member 2
chr4,187110185,187112644,FLJ38576,1,-,union_651430,651430,ncRNA,-
chr12,8071823,8088892,SLC2A3,91,-,union_6515,6515,protein-coding,solute carrier family 2 member 3
chr17,7185053,7191367,SLC2A4,173,+,union_6517,6517,protein-coding,solute carrier family 2 member 4
chr5,10564434,10657928,ANKRD33B,3,+,union_651746,651746,protein-coding,ankyrin repeat domain 33B
chr1,9097004,9132286,SLC2A5,36,-,union_6518,6518,protein-coding,solute carrier family 2 member 5
chr2,44502596,44547962,SLC3A1,63,+,union_6519,6519,protein-coding,solute carrier family 3 member 1
chr14,54416454,54423609,BMP4,384,-,union_652,652,protein-coding,bone morphogenetic protein 4
chr11,62623483,62656355,SLC3A2,162,+,union_6520,6520,protein-coding,solute carrier family 3 member 2
chr17,42325757,42345502,SLC4A1,279,-,union_6521,6521,protein-coding,solute carrier family 4 member 1 (Diego blood group)
chr10,55562530,57387702,PCDH15,112,-,union_65217,65217,protein-coding,protocadherin related 15
chr7,150755286,150773614,SLC4A2,59,+,union_6522,6522,protein-coding,solute carrier family 4 member 2
chr1,1682670,1711586,NADK,31,-,union_65220,65220,protein-coding,NAD kinase
chr16,2653384,2680495,LOC652276,4,+,union_652276,652276,pseudo,-
chr22,32439018,32509011,SLC5A1,95,+,union_6523,6523,protein-coding,solute carrier family 5 member 1
chr16,31494438,31502091,SLC5A2,48,+,union_6524,6524,protein-coding,solute carrier family 5 member 2
chr1,40916336,40929390,ZFP69B,6,+,union_65243,65243,protein-coding,ZFP69 zinc finger protein B
chr12,49760687,49921209,SPATS2,18,+,union_65244,65244,protein-coding,spermatogenesis associated serine rich 2
chr19,13906273,13943044,ZSWIM4,4,+,union_65249,65249,protein-coding,zinc finger SWIM-type containing 4
chr22,31477281,31500610,SMTN,40,+,union_6525,6525,protein-coding,smoothelin
chr5,37106329,37249530,C5orf42,19,-,union_65250,65250,protein-coding,chromosome 5 open reading frame 42
chr19,52392487,52408305,ZNF649,16,-,union_65251,65251,protein-coding,zinc finger protein 649
chr18,11883470,11908796,MPPE1,12,-,union_65258,65258,protein-coding,metallophosphoesterase 1
chr21,35445822,35478561,SLC5A3,25,+,union_6526,6526,protein-coding,solute carrier family 5 member 3
chr1,53152013,53164038,COA7,18,-,union_65260,65260,protein-coding,cytochrome c oxidase assembly factor 7 (putative)
chr8,144685393,144691784,PYCR3,24,-,union_65263,65263,protein-coding,pyrroline-5-carboxylate reductase 3
chr17,46985730,47006422,UBE2Z,28,+,union_65264,65264,protein-coding,ubiquitin conjugating enzyme E2 Z
chr8,146277823,146281416,C8orf33,17,+,union_65265,65265,protein-coding,chromosome 8 open reading frame 33
chr17,40932648,40949084,WNK4,74,+,union_65266,65266,protein-coding,WNK lysine deficient protein kinase 4
chrX,54219255,54384438,WNK3,36,-,union_65267,65267,protein-coding,WNK lysine deficient protein kinase 3
chr9,95947211,96082854,WNK2,31,+,union_65268,65268,protein-coding,WNK lysine deficient protein kinase 2
chr22,32614462,32651318,SLC5A4,12,-,union_6527,6527,protein-coding,solute carrier family 5 member 4
chr19,17982781,18005983,SLC5A5,137,+,union_6528,6528,protein-coding,solute carrier family 5 member 5
chr3,11034419,11080935,SLC6A1,59,+,union_6529,6529,protein-coding,solute carrier family 6 member 1
chr17,7478030,7478165,SNORA48,4,+,union_652965,652965,snoRNA,"small nucleolar RNA, H/ACA box 48"
chr17,7480128,7480276,SNORD10,3,+,union_652966,652966,snoRNA,"small nucleolar RNA, C/D box 10"
chr22,30681106,30685616,CASTOR1,15,-,union_652968,652968,protein-coding,cytosolic arginine sensor for mTORC1 subunit 1
chr9,114365110,114375833,LRRC37A5P,3,-,union_652972,652972,pseudo,"leucine rich repeat containing 37 member A5, pseudogene"
chr18,44738459,44775554,SKOR2,7,-,union_652991,652991,protein-coding,SKI family transcriptional corepressor 2
chr19,15939756,15947131,UCA1,69,+,union_652995,652995,ncRNA,urothelial cancer associated 1 (non-protein coding)
chr6,55618450,55740388,BMP5,38,-,union_653,653,protein-coding,bone morphogenetic protein 5
chr16,55689541,55740104,SLC6A2,189,+,union_6530,6530,protein-coding,solute carrier family 6 member 2
chr15,23599894,23613601,GOLGA8S,2,+,union_653061,653061,protein-coding,golgin A8 family member S
chrX,52238809,52243953,XAGE1E,31,+,union_653067,653067,protein-coding,X antigen family member 1E
chrX,52511760,52516904,XAGE1E,31,+,union_653067,653067,protein-coding,X antigen family member 1E
chrX,52255219,52260363,XAGE1E,31,-,union_653067,653067,protein-coding,X antigen family member 1E
chrX,52528159,52533303,XAGE1E,31,-,union_653067,653067,protein-coding,X antigen family member 1E
chrX,52541053,52546197,XAGE1E,31,-,union_653067,653067,protein-coding,X antigen family member 1E
chr15,30375157,30388904,GOLGA8J,2,+,union_653073,653073,protein-coding,golgin A8 family member J
chr5,69140495,69293540,LOC653080,3,+,union_653080,653080,pseudo,-
chr5,70015615,70168616,LOC653080,3,+,union_653080,653080,pseudo,-
chr5,710469,784870,ZDHHC11B,1,-,union_653082,653082,protein-coding,zinc finger DHHC-type containing 11B
chr5,1392904,1445543,SLC6A3,744,-,union_6531,6531,protein-coding,solute carrier family 6 member 3
chr1,33004745,33071551,ZBTB8A,14,+,union_653121,653121,protein-coding,zinc finger and BTB domain containing 8A
chr15,32681785,32695493,GOLGA8K,2,-,union_653125,653125,protein-coding,golgin A8 family member K
chr2,24397911,24414567,FAM228A,5,+,union_653140,653140,protein-coding,family with sequence similarity 228 member A
chr10,48255203,48271368,ANXA8,23,+,union_653145,653145,protein-coding,annexin A8
chr10,47157983,47174143,ANXA8,23,-,union_653145,653145,protein-coding,annexin A8
chr1,108992903,109013260,NBPF6,3,+,union_653149,653149,protein-coding,NBPF member 6
chr1,35441299,35444307,LOC653160,1,-,union_653160,653160,ncRNA,-
chr9,79013514,79014954,RPSAP9,4,+,union_653162,653162,pseudo,ribosomal protein SA pseudogene 9
chr17,3143969,3144908,OR1D4,5,+,union_653166,653166,protein-coding,olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)
chr5,68935289,69006354,GUSBP3,9,-,union_653188,653188,pseudo,"glucuronidase, beta pseudogene 3"
chr5,69515015,69881629,GUSBP3,9,-,union_653188,653188,pseudo,"glucuronidase, beta pseudogene 3"
chr16,18582569,18609607,ABCC6P1,3,+,union_653190,653190,pseudo,ATP binding cassette subfamily C member 6 pseudogene 1
chr2,96142714,96150479,TRIM43B,1,-,union_653192,653192,protein-coding,tripartite motif containing 43B
chr17,28521336,28562986,SLC6A4,2066,-,union_6532,6532,protein-coding,solute carrier family 6 member 4
chrX,52238809,52243953,XAGE1B,31,+,union_653220,653220,protein-coding,X antigen family member 1B
chrX,52511760,52516904,XAGE1B,31,+,union_653220,653220,protein-coding,X antigen family member 1B
chrX,52255219,52260363,XAGE1B,31,-,union_653220,653220,protein-coding,X antigen family member 1B
chrX,52528159,52533303,XAGE1B,31,-,union_653220,653220,protein-coding,X antigen family member 1B
chrX,52541053,52546197,XAGE1B,31,-,union_653220,653220,protein-coding,X antigen family member 1B
